id,title,user_uuid,content,image_url,is_public,created_at,updated_at
66,다들 어떤 스트레칭 하시나요?,123e4567-e89b-12d3-a456-426614170051,"저는 아직 그냥 맨몸 스트레칭만 하고 있는데 추천해주실만한 좋은 물건이 있을까요???","https://images.unsplash.com/photo-1597460605033-6b2302cd79d8?q=80&w=3840&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T03:00:00.000Z,2025-06-07T03:00:00.000Z
67,한강 라이딩 코스 추천받아요,123e4567-e89b-12d3-a456-426614170021,"좋은 코스 있을까요?","https://plus.unsplash.com/premium_photo-1685207267343-1c8852b45575?w=800&h=600&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T04:00:00.000Z,2025-06-07T04:00:00.000Z
68,라이딩 장비 리뷰,123e4567-e89b-12d3-a456-426614170061,"새로 산 라이딩 장비가 정말 마음에 들어요.","https://plus.unsplash.com/premium_photo-1661964220280-d640498f9556?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T05:00:00.000Z,2025-06-07T05:00:00.000Z
69,라이딩 후기,123e4567-e89b-12d3-a456-426614170071,"라이딩 동호회 말고 오늘은 혼자서 라이딩 해봤어요.","https://images.unsplash.com/photo-1632050592122-6b730e1ac63f?q=80&w=1843&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T06:00:00.000Z,2025-06-07T06:00:00.000Z
70,강아지 산책 꿀팁 공유,123e4567-e89b-12d3-a456-426614170081,"강아지 산책에는 역시 자전거가 제일 ㅋㅋ","https://plus.unsplash.com/premium_photo-1683442814148-78aa260ac18e?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T07:00:00.000Z,2025-06-07T07:00:00.000Z
71,라이딩 코스 탐방,123e4567-e89b-12d3-a456-426614170091,"새로운 라이딩 코스를 탐방했습니다.","https://images.unsplash.com/photo-1598371391798-5a4a7e8b1393?q=80&w=3221&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T08:00:00.000Z,2025-06-07T08:00:00.000Z
72,클라이밍 첫 도전기,123e4567-e89b-12d3-a456-426614170010,"클라이밍에 첫 도전했는데 생각보다 어렵네요. 하지만 정말 재미있고 성취감이 큽니다!",https://images.unsplash.com/photo-1601224748193-d810728a7cb6?w=800&h=600&fit=crop,true,2025-06-07T09:00:00.000Z,2025-06-07T09:00:00.000Z
73,클라이밍 실력 향상,123e4567-e89b-12d3-a456-426614170020,"클라이밍 실력이 점점 늘고 있어요.","https://images.unsplash.com/photo-1683009427041-d810728a7cb6?q=80&w=3623&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T10:00:00.000Z,2025-06-07T10:00:00.000Z
74,클라이밍 장비 리뷰,123e4567-e89b-12d3-a456-426614170040,"새로 산 클라이밍 장비가 정말 마음에 듭니다.","https://plus.unsplash.com/premium_photo-1683380296123-cc7b39d70827?q=80&w=3874&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T11:00:00.000Z,2025-06-07T11:00:00.000Z
75,오클완 ㅋㅋ,123e4567-e89b-12d3-a456-426614170050,"오늘도 클라이밍 완료","https://plus.unsplash.com/premium_photo-1683380297191-dcb78d5712ee?q=80&w=3930&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T12:00:00.000Z,2025-06-07T12:00:00.000Z
76,실내 클라이밍장에 다녀왔어요,123e4567-e89b-12d3-a456-426614170060,"확실히 클라이밍하고 나면 온몸이 아파요.. 내일은 쉬어야겠습니다 ㅠ","https://images.unsplash.com/photo-1520156557489-31c63271fcd4?q=80&w=3987&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T13:00:00.000Z,2025-06-07T13:00:00.000Z
77,트레드밀 러닝 후기,123e4567-e89b-12d3-a456-426614170070,"트레드밀에서 러닝을 하니 날씨에 상관없이 운동할 수 있어 좋아요.","https://plus.unsplash.com/premium_photo-1683134587354-453eea03e1a5?w=800&h=600&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T14:00:00.000Z,2025-06-07T14:00:00.000Z
78,트레드밀 운동 루틴,123e4567-e89b-12d3-a456-426614170080,"제가 하는 트레드밀 운동 루틴을 공유합니다.","https://images.unsplash.com/photo-1638183395699-2c0db5b6afbb?q=80&w=3870&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T15:00:00.000Z,2025-06-07T15:00:00.000Z
79,트레드밀 기록 갱신,123e4567-e89b-12d3-a456-426614170090,"트레드밀에서 최고 속도 기록을 갱신했습니다!","https://plus.unsplash.com/premium_photo-1661595192663-71f7c5ae1b13?q=80&w=3871&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T16:00:00.000Z,2025-06-07T16:00:00.000Z
80,트레드밀 기록 개개개갱신,123e4567-e89b-12d3-a456-426614170099,"시속 14로 1시간 뛰었어요 ㅋㅋ","https://images.unsplash.com/photo-1648995361141-30676a75fd27?q=80&w=3988&auto=format&fit=crop&ixlib=rb-4.1.0&ixid=M3wxMjA3fDB8MHxwaG90by1wYWdlfHx8fGVufDB8fHx8fA%3D%3D",true,2025-06-07T17:00:00.000Z,2025-06-07T17:00:00.000Z
